,0,1
2291,Mala_pat,23
2292,barasel,23
2293,kevlajhir,23
2294,gotabrri,23
2295,bandi,23
2296,chandakhd,23
2297,baspani,23
2298,nyagaon,23
2299,ghoghra,23
2300,salai,23
2301,GADRAJHIRI,35
2302,GARPATHAR 01,35
2303,GHUGHARI 01,35
2304,GHUGHARI 02,35
2305,KATOL,35
2306,KHAPA,35
2307,babritoli ,36
2308,kamod,36
2309,ward no.10 kendra 3,23
2310,bhavaipur,36
2311,aathva,36
2312,MATHANI 01,35
2313,bhattidhana,36
2314,kiding,36
2315,barradhana,36
2316,basinda ,36
2317,sukhadhana ,36
2318,bela ,36
2319,dol ,36
2320,gadhakhar ,36
2321,imlidhana 1,36
2322,imlidhana 2,36
2323,imlidoh ,36
2324,jamunpani ,36
2325,nanda ,36
2326,nishana ,36
2327,paat 1,36
2328,paat 2,36
2329,MATHANI 02,35
2330,pipaldhana ,36
2331,PATAKHEDA,35
2332,nimbudhana ,36
2333,semaldol,36
2334,RAMGHATI,35
2335,shikaridhana ,36
2336,siyardhana,36
2337,sotkheda ,36
2338,RAMGHATI 02,35
2339,ghutiya ,36
2340,mandirdhana ,36
2341,RAMGHATI 02,35
2342,mandirdhana ,36
2343,ghogra ,36
2344,chapdagrahen_1,23
2345,chapdagrahen_2,23
2346,SALAIBHATA,35
2347,SAWALMENDHA 01,35
2348,SAWALMENDHA 02,35
2349,SAWALMENDHA 03,35
2350,DEWALWADA,35
2351,aaki ,36
2352,balu ,36
2353,chillor,36
2354,jamundhana ,36
2355,dharagohan ,36
2356,labada ,36
2357,dhengna ,36
2358,bhondlakheda ,36
2359,bhondlakheda ,36
2360,colony dhana ,36
2361,colony dhana ,36
2362,naharpur ,36
2363,dabida ,36
2364,imlidhana,36
2365,chatupadi ,36
2366,tipring,36
2367,bajardhana ,36
2368,khaira ,36
2369,dhodra ,36
2370,titvi ,36
2371,mahudha,36
2372,dehri 22,24
2373,taronda 27,24
2374,taronda 28,24
2375,taronda 29,24
2376,chirpani 30,24
2377,bhavdakhar 1,36
2378,ghodkidhana ,36
2379,bhadridhana 2,36
2380,fci 201,24
2381,bhadridhana 1,36
2382,nayakheda 50,24
2383,guradiya 2,36
2384,khadkadhana ,36
2385,pathrota 51,24
2386,aadersh dhanora ,36
2387,aamdhana ,36
2388,kumeendhana ,36
2389,kharar,23
2390,bildi,23
2391,mendhana ,36
2392,mohanpur,23
2393,ghanaraipur ,36
2394,patwaridhana ,36
2395,pipalthon,23
2396,bakka 1,36
2397,bakka 2,36
2398,babdiyabapu,23
2399,makda ,36
2400,kahariya,23
2401,babarboh2_khedlibazar,32
2402,bhamedidev,23
2403,bharlay1,23
2404,bharlay2,23
2405,bharlay3,23
2406,dhamaniya1,23
2407,dhamaniya2,23
2408,basniyakalan1,23
2409,karanjidol ,36
2410,banapurashesh,23
2411,gaulidhana ,36
2412,kund ,36
2413,koludhana ,36
2414,behdadhana ,36
2415,barakhadkhurd1,23
2416,kajri ,36
2417,DEDVAKUND 01,35
2418,dhavdakhar 2,36
2419,pathrota 52,24
2420,DHABA 01,35
2421,pathrota mini 245,24
2422,pathrota 246,24
2423,tawanagar 79,24
2424,tawanagar 80,24
2425,tawanagar 81,24
2426,tawanagar 82,24
2427,GHOGHRADHNA,35
2428,naya chicha 84,24
2429,khakrapura,23
2430,JAMULANI 02,35
2431,purana chicha 85,24
2432,JANONA,35
2433,pipariya kala 86,24
2434,28 nambar chicha 212,24
2435,harvanshchouki ,23
2436,nimanpur,23
2437,jhinganpur,23
2438,KAKADPANI,35
2439,satpura,23
2440,KORAKUDHANA ,35
2441,gadaripura,23
2442,KOTHALKUND,35
2443,charkheda,23
2444,MALEGAON,35
2445,ganjalthedi,23
2446,MALNI,35
2447,sukaldhana,23
2448,UDAMA,35
2449,T T nagar ,23
2450,noniya,23
2451,somalwada2,23
2452,basaniyakalan2,23
2453,nipaniya1,23
2454,nipaniya,23
2455,guradiya 1,36
2456,barakhadkalan,23
2457,bakajan ,36
2458,BANJARIDHANA,35
2459,CHICHDHANA,35
2460,barakhadkhurd 2,23
2461,DEDVAKUND 02,35
2462,barakhadkurd 3 ,23
2463,pathrota 53,24
2464,bairakhedi ,23
2465,DHABA 02,35
2466,pathrota 54,24
2467,bihari colony 203,24
2468,tawanagar 78,24
2469,ghogranala 83,24
2470,JAMULANI 01,35
2471,JHIRI,35
2472,tawanagar rait dem mini 229,24
2473,yard mini 227,24
2474,harsul ,23
2475,bhamedideo naka,23
2476,davida,23
2477,NIRUNGI,35
2478,RAIYYATWADI,35
2479,ghoghra,23
2480,badora_1,34
2481,badora_2,34
2482,badora_3,34
2483,badora_3,34
2484,hathnora,34
2485,vishanu ward-6,34
2486,RELWA1,28
2487,RELWA2,28
2488,UTHPADAV,28
2489,MINIBHADUGAONV,28
2490,damjipura 1,36
2491,damjipura 2,36
2492,kalyanpur 1,36
2493,kalyanpur 2,36
2494,hidli 1,36
2495,hidli 2,36
2496,batlakala ,36
2497,korkudhana ,36
2498,rehtiya ,36
2499,bhurbhur ,36
2500,kekadiyakala ,36
2501,kekadiyakala ,36
2502,rohanikheda ,36
2503,chival ,36
2504,jhakas,36
2505,hardadadu ,36
2506,pali ,36
2507,umarghat ,36
2508,partapura ,36
2509,borkund ,36
2510,dhamdehi ,36
2511,malor ,36
2512,bichchutekadi ,36
2513,behda ,36
2514,bhargar ,36
2515,birpura ,36
2516,daulatpura ,36
2517,ranikheda ,36
2518,dori ,36
2519,tavdi ,36
2520,aamapathar ,36
2521,raiyyatvadi ,36
2522,chakdhana ,36
2523,subhash ward-1,41
2524,subhash ward-2,41
2525,arjun ward-1,41
2526,arjun ward-2,41
2527,arjun ward-3,41
2528,malviya ward-1,41
2529,malviya ward-2,41
2530,JHALVA1,28
2531,malviya ward-3,41
2532,durga ward-1,41
2533,durga ward-2,41
2534,durga ward-3,41
2535,shivaji ward-1,41
2536,shivaji ward-2,41
2537,shivaji ward-3,41
2538,gandhi ward-1,41
2539,gandhi ward-2,41
2540,gandhi ward-3,41
2541,kidwai ward-1,41
2542,kidwai ward-2,41
2543,kidwai ward-3,41
2544,PACHOLA ,28
2545,aazad ward-1,41
2546,aazad ward-2,41
2547,ADAUMBER,35
2548,aazad ward-3,41
2549,BANJARIDHANA,35
2550,deshbandhu ward-1,41
2551,BANUR,35
2552,BURHANPUR,35
2553,DHOTARADHANA ,35
2554,JANONA BERIYAR,35
2555,KHATGAD,35
2556,deshbandhu ward-2,41
2557,KHOMAI,35
2558,KHOMAI,35
2559,deshbandhu ward-3,41
2560,ambedkar ward-1,41
2561,KHOMAI 02,35
2562,ambedkar ward-2,41
2563,ambedkar ward-3,41
2564,NEEMDHANA ,35
2565,PALASKHEDI 01,35
2566,subhash ward-3,41
2567,patel ward-1,41
2568,shashrti ward-1,41
2569,shashrti ward-3,41
2570,bhagatsingh ward-2,41
2571,bhagatsingh ward-3,41
2572,mahavir ward-1,41
2573,arya ward-1,41
2574,arya ward-2,41
2575,indira ward-1,41
2576,indira ward-2,41
2577,taigor ward-1,41
2578,taigor ward-2,41
2579,taigor ward-3,41
2580,jayprakash ward-1,41
2581,jayprakash ward-2,41
2582,jakir hussain ward-1,41
2583,jakir hussain ward-2,41
2584,jakir hussain ward-3,41
2585,ramnagar ward-1,41
2586,ramnagar ward-2,41
2587,ramnagar ward-3,41
2588,LAMGHATI,35
2589,MAJARI,35
2590,pratap ward-1,41
2591,pratap ward-2,41
2592,NIMBORA,35
2593,PATAKHEDA,35
2594,chandrashekhar ward-1,41
2595,chandrashekhar ward-2,41
2596,patel ward-2,41
2597,patel ward-3,41
2598,shashrti ward-2,41
2599,bhagatsingh ward-1,41
2600,mahavir ward-2,41
2601,mahavir ward-3,41
2602,jawahar ward-1,41
2603,jawahar ward-2,41
2604,jawahar ward-3,41
2605,ganesh ward-1,41
2606,lohiya ward-1,41
2607,lohiya ward-2,41
2608,lohiya ward-3,41
2609,rajendra ward-1,41
2610,rajendra ward-2,41
2611,rajendra ward-3,41
2612,ganesh ward-2,41
2613,aamkhachar 202,24
2614,shankar ward-1,41
2615,shankar ward-2,41
2616,vivekanand ward-1,41
2617,badibhid 209,24
2618,vivekanand ward-2,41
2619,vikas ward-1,41
2620,chandon 65,24
2621,vikas ward-2,41
2622,vinoba ward-1,41
2623,vinoba ward-2,41
2624,chandon 66,24
2625,tilak ward-3,41
2626,krishna ward-2,41
2627,dob 62,24
2628,krishna ward-3,41
2629,ghatli 70,24
2630,kiratpur 47,24
2631,vinoba ward-3,41
2632,tilak ward-1,41
2633,tilak ward-2,41
2634,krishna ward-1,41
2635,ghatli 69,24
2636,moti ward-1,41
2637,moti ward-2,41
2638,ghatli 71,24
2639,chipikhapa 204,24
2640,jamai damami 208,24
2641,jamai kala 57,24
2642,jhimahu 64,24
2643,kandai kala 68,24
2644,kandai kala 67,24
2645,kiratpur 48,24
2646,kubda khedi 49,24
2647,mohla 205,24
2648,nagpur kala 58,24
2649,nagpur kala 59,24
2650,nagpur kala 60,24
2651,najarpur 46,24
2652,nanapura 61,24
2653,pandri 63,24
2654,pandri 206,24
2655,pandukhedi 55,24
2656,pandukhedi 56,24
2657,shiv nagar chadon 207,24
2658,SONTATALI ,28
2659,NAHADIYA ,28
2660,NEELGAD ,28
2661,DOMRIKALA,28
2662,DOMRIKHURD,28
2663,NAVRANGPURA ,28
2664,PACHATALAI ,28
2665,CHHIDGAONV,28
2666,bankakhodri 1,40
2667,bankakhodri 2,40
2668,chapdaraiyat ,40
2669,doudi 1,40
2670,doudi 2,40
2671,gounapur,40
2672,jamnagri,40
2673,kamthi,40
2674,kotmi 1,40
2675,kotmi 2,40
2676,kundi 1,40
2677,kundi 1,40
2678,kundi 2,40
2679,kundi 3,40
2680,kundi 3,40
2681,kusmari ,40
2682,mardanpur,40
2683,pahawadi ,40
2684,pahawadi 1,40
2685,pahawadi 2,40
2686,pahawarjhanda 2,40
2687,pahawarjhanda 1,40
2688,pahawarjhanda 1,40
2689,raipur 1,40
2690,raipur 2,40
2691,silpati 1,40
2692,semarpura 1,40
2693,semarpura 2,40
2694,silpati 2,40
2695,silpati 3,40
2696,sohagpurdhana ,40
2697,bod,40
2698,chaksangwani ,40
2699,dabri 2,40
2700,dabri 3,40
2701,dabri 4,40
2702,dabri 4,40
2703,dabri 5,40
2704,dhanwar ,40
2705,dhodhramau 1,40
2706,dhodhramau 2,40
2707,malvi ward-9,34
2708,dhodhramau 3,40
2709,krishna ward-5,34
2710,shashtri ward-10,34
2711,kailash ward-3,34
2712,dhodhramau 4,40
2713,jawahar ward-11,34
2714,foflya 1,40
2715,azad ward-14,34
2716,foflya 2,40
2717,azad ward-14,34
2718,kharwar,40
2719,tilak ward-7,34
2720,tilak ward-7,34
2721,nimiya ,40
2722,shivaji ward-1,34
2723,jagdar,34
2724,pandajhiri,40
2725,jagdar,34
2726,singanwadi,34
2727,pat,40
2728,hanotya,34
2729,taramkheda,40
2730,subhash ward-4,34
2731,timarni 1,40
2732,arul -1,34
2733,timarni 2,40
2734,arul -2,34
2735,gadhi ward,34
2736,rajendra ward -12,34
2737,ambedkar ward -15,34
2738,bhawani ward -8,34
2739,badora-4,34
2740,shohagpur -2,34
2741,shohagpur -3,34
2742,nahiya-1,34
2743,nahiya-2,34
2744,nahiya-3,34
2745,jawara -1,34
2746,jawara -2,34
2747,jawara -3,34
2748,roudha-1,34
2749,roudha-2,34
2750,milanpur,34
2751,ankawadi,34
2752,khapa,34
2753,saikhandara-1,34
2754,saikhandara-2,34
2755,jaitapur,34
2756,ratanpur,34
2757,bundala,34
2758,bajpur,34
2759,malkapur,34
2760,kilod,34
2761,nagjhiri,34
2762,parsodi,34
2763,junawani,34
2764,partapur,34
2765,PATOLI,35
2766,PIPALNAKHURD,35
2767,chatua 104,24
2768,PALASKHEDI 02,35
2769,amjhira 105,24
2770,SAKHALI,35
2771,jhalikheda 106,24
2772,SUPALA,35
2773,dhansai 107,24
2774,THAPODA,35
2775,gomtipura 108,24
2776,maryarpura,24
2777,morpani 110,24
2778,morpani 111,24
2779,RAIYYATWADI KHATGAD,35
2780,mandikhoh 113,24
2781,kesla 114,24
2782,nadipura 115,24
2783,bhumkhapura 116,24
2784,ahirpura 117,24
2785,taku 118,24
2786,suiya 119,24
2787,belawada 120,24
2788,saheli 121,24
2789,saheli 122,24
2790,ojhapura 127,24
2791,gehurash,34
2792,mathani,34
2793,kumhariya,34
2794,kumhariya,34
2795,godara-1,34
2796,godara-2,34
2797,gajpur,34
2798,dhoul,34
2799,dhoul-mini,34
2800,sakadehi,34
2801,sakadehi-mini,34
2802,baspani,34
2803,baspani,34
2804,thani,34
2805,umarwani,34
2806,umarwani,34
2807,umarwani-mini,34
2808,umarwani-mini,34
2809,gohachi,34
2810,kalyanpur,34
2811,nyegaon,34
2812,badagi bujurg,34
2813,lawaniya,34
2814,silout-1,34
2815,silout-2,34
2816,silout-3,34
2817,silout-3,34
2818,silout-4,34
2819,badagi khurd-1,34
2820,badagi khurd-2,34
2821,rawanwadi,34
2822,bagholi-1,34
2823,bagholi-2,34
2824,bharvi-1,34
2825,bharvi-2,34
2826,bharvi-3,34
2827,sarandai,34
2828,bayawadi,34
2829,charban,34
2830,dodaramowad,34
2831,ghogari,34
2832,godigoula-1,34
2833,godigoula-2,34
2834,gudi,34
2835,hathidingar,34
2836,jodkya,34
2837,junawani,34
2838,junawani,34
2839,sunarkhapa-1,34
2840,sunarkhapa-2,34
2841,redwa,34
2842,chhata,34
2843,ghogari,34
2844,gudi,34
2845,lohariya,34
2846,selgaon,34
2847,thawadi,34
2848,thawadi,34
2849,arjunwadi,34
2850,Bhadus-1,34
2851,Bhadus-2,34
2852,gouthana-2,34
2853,bhawaniteda,34
2854,bhawaniteda,34
2855,danora,34
2856,parsodi,34
2857,rondha-2,34
2858,rondha-1,34
2859,karajgaon,34
2860,bhopali,34
2861,chikhalar,34
2862,mundateda,34
2863,gouthana mini,34
2864,goutha-1,34
2865,surgaon-2,34
2866,bharkawadi-1,34
2867,nayegaon-betul,34
2868,sonaghati mini,34
2869,sonaghati,34
2870,gouthana-1,34
2871,surgaon-1,34
2872,bharkawadi-2,34
2873,khadala,34
2874,bhogiteda,34
2875,chakaroad ,34
2876,bad chapda 163,24
2877,bhardha 169,24
2878,bhardha 170,24
2879,bhadbhud 235,24
2880,bharagda 157,24
2881,bharagda 156,24
2882,bharagda 156,24
2883,bharagda 158,24
2884,borkheda 165,24
2885,choukipura 144 ,24
2886,nayapura 168,24
2887,dandiwada 166,24
2888,dandiwada colony 167,24
2889,khamda 242,24
2890,kotmi rayyat 160,24
2891,kotmimal 161,24
2892,ladimohu 162,24
2893,maruapura 216,24
2894,nakapura 217,24
2895,pipalpura 136,24
2896,ratibandar 237,24
2897,silwani 159,24
2898,somukheda 164,24
2899,sukhtawa 141,24
2900,sukhtawa 142,24
2901,sukhtawa 143,24
2902,suplai 239,24
2903,veerguhadi 220,24
2904,bashaniya 215,24
2905,harapura 230,24
2906,khakrapura 228,24
2907,mallupura 241,24
2908,dohri 128,24
2909,jhunkar 129,24
2910,jhunkar 130,24
2911,chanagad 131,24
2912,hathikheda 214,24
2913,semri khurd 1,24
2914,semri khurd 2,24
2915,semri khurd 4,24
2916,dhurgada 5,24
2917,dhurgada 6,24
2918,dhaba khurd 7,24
2919,dhaba khurd 8,24
2920,dhaba khurd 9,24
2921,patlai kala 10,24
2922,nayaganve 12,24
2923,nayaghanve 13,24
2924,kalmesra 14,24
2925,dhurpan 15,24
2926,bhatti 16,24
2927,bhatti 17,24
2928,bhatti 19,24
2929,bhatti 20,24
2930,kukdi 21,24
2931,lalwani 41 ,24
2932,TIKHAD 42 ,24
2933,TIKHAD 43,24
2934,TIKHAD 44,24
2935,TIKHAD 44,24
2936,PATLAI KALA 226,24
2937,PATLAI KALA 226,24
2938,HIRANCHAPDA 124,24
2939,ABADIPURA 153,24
2940,CHARTEKRA 150,24
2941,CHINDAPANI 140,24
2942,CHIPKHEDA 155,24
2943,GAJANIYA BEDA 218,24
2944,GENDA KABAD 219,24
2945,GOGRA RAYYAT 126,24
2946,JAM 234,24
2947,NAYA JAMUNDOL 151,24
2948,NAYA JAMUNDOL 151,24
2949,sobhapur 27-1,42
2950,sobhapur 27-2,42
2951,sobhapur 28-1,42
2952,sobhapur 29-1,42
2953,sobhapur 29-1,42
2954,sobhapur 29-2,42
2955,sobhapur 30-1,42
2956,sobhapur 30-2,42
2957,sobhapur 30-3,42
2958,sobhapur 31-2,42
2959,sobhapur 31-3,42
2960,sobhapur 31-1,42
2961,sobhapur 32-1,42
2962,sobhapur 32-1,42
2963,sobhapur 32-2,42
2964,sobhapur 32-3,42
2965,sobhapur 33-1,42
2966,sobhapur 33-2,42
2967,sobhapur 34-1,42
2968,sobhapur 34-2,42
2969,sobhapur 34-3,42
2970,sobhapur 35-1,42
2971,sobhapur 35-2,42
2972,sobhapur 35-3,42
2973,sobhapur 35-4,42
2974,sobhapur 36-1,42
2975,sobhapur 36-2,42
2976,sobhapur 36-3,42
2977,JHALPURA 145,24
2978,JHIRNAPURA 154,24
2979,KALAAKHAR 147,24
2980,KALAAKHAR 149,24
2981,KALARI PAT BANDI 134,24
2982,KASDA KHURD 139,24
2983,KHAKRAPURA 125,24
2984,KASDA KHURD 138,24
2985,NIMKHEDA 137,24
2986,NAYA JAMUNDOL 152,24
2987,PODAR 236,24
2988,PURANI BANDI 135,24
2989,RESHALPATA  132,24
2990,RESHALPATA  133,24
2991,SHAKTIPURA 146,24
2992,SEMALWADA 72,24
2993,SEMALWADA 73,24
2994,SANKHEDA 75,24
2995,SANKHEDA 76,24
2996,GAJPUR 89,24
2997,SHAKTIPURA 146,24
2998,SEMALWADA 72,24
2999,SANKHEDA 74,24
3000,GOGRI 90,24
3001,DOBI KHAPA 91,24
3002,BELAWADA 92,24
3003,BELAWADA 93,24
3004,BATKUI 94,24
3005,SONTALAI 95,24
3006,SONTALAI 96,24
3007,SONTALAI 97,24
3008,KOTA 98,24
3009,BICHVA 99,24
3010,BICHVA 100,24
3011,MARODA 101,24
3012,MARODA 102,24
3013,GUVADI 103,24
3014,GAJPUR 210,24
3015,BELAWADA TAPPAR 211,24
3016,BHOBDA RAYYAT 178,24
3017,sarni 1-1,42
3018,sarni 1-2,42
3019,BHOBDA RAYYAT 233,24
3020,SANKHEDA 77,24
3021,sarni 1-1,42
3022,CHIPI KHAPA 88,24
3023,sarni 1-2,42
3024,sarni 2-1,42
3025,sarni 2-2,42
3026,sarni 2-3,42
3027,sarni 3-1,42
3028,sarni 3-2,42
3029,sarni 4-1,42
3030,sarni 4-1,42
3031,sarni 4-2,42
3032,sarni 5-1,42
3033,sarni 5-2,42
3034,sarni 5-3,42
3035,sarni 6-1,42
3036,sarni 6-3,42
3037,AMADA 45,24
3038,sarni 7-1,42
3039,BABAI KHURD 37,24
3040,sarni 8-1,42
3041,BANDRI 191,24
3042,sarni 9-1,42
3043,sarni 11-1,42
3044,sarni 12-1,42
3045,CHIPAPURA 199,24
3046,sarni 13-1,42
3047,sarni 14-2,42
3048,sarni 15-2,42
3049,sarni 10-1,42
3050,sarni 12-2,42
3051,DHAI KHURD 35,24
3052,sarni 14-1,42
3053,sarni 15-1,42
3054,subhash ward 1,20
3055,sarni 1-1,42
3056,pathakheda 16-1,42
3057,pathakheda 16-2,42
3058,pathakheda 16-3,42
3059,JAMANI 38,24
3060,pathakheda 17-1,42
3061,pathakheda 17-2,42
3062,pathakheda 18-1,42
3063,pathakheda 18-2,42
3064,JAMANI 40,24
3065,pathakheda 19-1,42
3066,pathakheda 19-2,42
3067,pathakheda 20-1,42
3068,pathakheda 20-2,42
3069,pathakheda 21-1,42
3070,pathakheda 21-2,42
3071,pathakheda 22-1,42
3072,pathakheda 22-2,42
3073,pathakheda 22-3,42
3074,pathakheda 23-1,42
3075,pathakheda 23-2,42
3076,pathakheda 23-3,42
3077,pathakheda 24-1,42
3078,pathakheda 24-2,42
3079,pathakheda 25-1,42
3080,pathakheda 25-2,42
3081,pathakheda 26-1,42
3082,pathakheda 26-2,42
3083,JHALPA 223,24
3084,JHALAI 240,24
3085,KHATAMA 197,24
3086,KHORIPURA 222,24
3087,LODHRI KHURD 34,24
3088,MANDIKHOH 200,24
3089,MALNI 244,24
3090,MALOTHAR 189,24
3091,MALOTHAR 190,24
3092,MANA 243,24
3093,MATAPURA 221,24
3094,NAYAPURA 36,24
3095,PARCHA 195,24
3096,PIPALDANA 32,24
3097,PIPALDANA 31,24
3098,PIPALDANA 31,24
3099,TALPURA 192,24
3100,TALPURA 192,24
3101,JAMANI 39,24
3102,TANGNA 193,24
3103,TANGNA 194,24
3104,TEMLA KHURD 198,24
3105,PARCHA NADIPURA 231,24
3106,bodijunawani mini,34
3107,sedurjana-1,34
3108,sedurjana-2,34
3109,bodijunawani-2,34
3110,bodijunawani-1,34
3111,bodijunawani-3,34
3112,borgaon-1,34
3113,borgaon-3,34
3114,kumhali,34
3115,ratamati khurd,34
3116,amla,34
3117,mahupani,34
3118,ratamati bujurga,34
3119,jeen-1,34
3120,jeen-2,34
3121,ratamati bujurga-2,34
3122,danora-2,34
3123,gounighat-2,34
3124,baghwad-2,34
3125,bodi-1,34
3126,bodi-2,34
3127,khedala-1,34
3128,khedala mini,34
3129,somwaripeth,34
3130,kumhartek,34
3131,bhaisdehi,34
3132,kelapur,34
3133,umrijagir,34
3134,barshali,34
3135,thanimal,34
3136,lakhapur,34
3137,sajpur mini,34
3138,mordongri,34
3139,borgaon-2,34
3140,karpa,34
3141,khokara,34
3142,ratamati bujurga,34
3143,bitiya,34
3144,danora-1,34
3145,gounighat-1,34
3146,chanbehada,34
3147,khandara-1,34
3148,khandara-2,34
3149,baghwad-1,34
3150,khedali,34
3151,rathipur,34
3152,gyarspur,34
3153,bhilawadi,34
3154,kajijamthi,34
3155,mowad,34
3156,thanimal,34
3157,kanahadgaon,34
3158,bodana,34
3159,nimjhiri,34
3160,ward 05 ka kendra65,25
3161,ward 06 ka kendra 104  02,25
3162,ward 29 ka kendra 126,25
3163,ward 15 ka kendra 30  03,25
3164,Sangakhedakhurd,19
3165,hathikund,40
3166,kalapani 1 jhilpa ,40
3167,khokhra 1,40
3168,nishana ,40
3169,rampurmaal 2,40
3170,sitaljhiri 1,40
3171,sitaljhiri 2,40
3172,sitaljhiri 3,40
3173,temraraiyat ,40
3174,bhaktandhana ,40
3175,dhappa 1,40
3176,dhappa 2,40
3177,jhilpa ,40
3178,kalapani 2  jhilpa ,40
3179,kantawadi ,40
3180,khokhra 2,40
3181,pathai 1,40
3182,pathai 2,40
3183,rampurmaal 1,40
3184,rampur raiyat ,40
3185,sitaljhiri 3,40
3186,temramaal ,40
3187,temramaal ,40
3188,ramgarh ,23
3189,chikhliraiyat 1,40
3190,chikhliraiyat 3,40
3191,chikhlimaal,40
3192,chikhliraiyat 2,40
3193,chirotiya ,40
3194,dhamanya ,40
3195,dhumka 1,40
3196,dhumka 2,40
3197,dudar ,40
3198,koudiya 2,40
3199,khapadawadi ,40
3200,koudiya 1,40
3201,ratandhana,40
3202,selda,40
3203,taganamaal 2,40
3204,banabaheda 2,40
3205,banabaheda 1,40
3206,chikhaldabujurg,40
3207,handipani ,40
3208,jhapadi,40
3209,kachhar 1,40
3210,khapa 1,40
3211,khapa 2,40
3212,khap 3,40
3213,koyalari ,40
3214,sonadeh 1,40
3215,sonadeh 2,40
3216,tetarmaal ,40
3217,mendakheda ,40
3218,sitadongari ,40
3219,taganamaal 1,40
3220,taganaraiyat ,40
3221,tendukheda ,40
3222,kachhar 2,40
3223,kalapani 1 jhapadi ,40
3224,kalapani 2 jhapadi ,40
3225,kotha ,40
3226,koyalbuddi ,40
3227,kuppa,40
3228,mudha 1,40
3229,mudha 2,40
